web-scraper-order,web-scraper-start-url,aircraft_type,aircraft_type-href,aircraft_comments
"1612887632-22084","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Boeing 757-200 (757)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Boeing_757-200.php","Dont book this seat if you ever want to look out a window. This seat has no window and you cant even see out the window of the person in front or behind. It feels a little claustrophobic."
"1612887634-22266","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Boeing 737-900ER (739)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Boeing_737-900ER.php","While the legroom for 11D is quite spacious (and you can stretch out into the aisle in front of the closet when there is no foot traffic), there are two major penalties. The closet door opens into your personal space, a completely covers the pocket for magazines. When the Flight Attendant opens it, it will most certainly intrude in your personal space. The other problem is that everyone else around you has an eye-level mounted monitor, but this seat has one that tucks under the armrest. You won't be able to watch your movie after final approach rings."
"1612887576-20155","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 777-200 (772) Four Class","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200.php","The seat on this aircraft was really comfortable and I noticed that they were wide in width and the seat pitch was also reasonable."
"1612887423-17389","https://www.seatguru.com/airlines/American_Airlines/information.php","Bombardier CRJ-700 (CR7) Layout 1","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Canadair_CRJ70.php","Seat depth, from back to front is short. Feels like your sitting on a bench seat... lots of leg room, no arm rest on the bulkhead. Pretty much a drag."
"1612887589-21002","https://www.seatguru.com/airlines/Emirates_Airlines/information.php","Boeing 777-300ER (77W) Three Class Layout 2","https://www.seatguru.com/airlines/Emirates_Airlines/Emirates_Airlines_Boeing_777-300ER_3class_V2.php","Probably the smallest seats ever, dis appointed, the 3-4-3 layout is  nasty and greedy from the airline, we will be using cathay in the future, sorry emirates, service and everything else was perfect"
"1612887565-19942","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 777-300 (773)","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777_300.php","Agree with comments about noise from galley. I was woken up by doors from the galley being slammed as the crew prepared for breakfast / arrival. Also the toilet behind the seat was very compact for changing into and out of the complimentary sleep wear. The front toilet in the upper deck of the A380 is much larger, and I seem to remember the First Class toilets on the BA B747 being larger than the B777."
"1612887614-21671","https://www.seatguru.com/airlines/Delta_Airlines/information.php","McDonnell Douglas MD-88 (M88)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_MD-88_2.php","This seat has a short seatbelt"
"1612887674-23146","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Airbus A330-300 (333)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Airbus_A330_200_new.php","Good seats, comfortable, good service, good entertainment options"
"1612887439-17873","https://www.seatguru.com/airlines/American_Airlines/information.php","Airbus A321 (321) Layout 2","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Airbus_A321_V3.php","My impression of flying First Class with AA on the Boeing 321 was of paying twice as much for a little larger jail cell.  No IFE, wi-fi for a crazy fee, but never mind, there are no charging ports, so really worthless anyway.The seats as least reclined more than 2-3 inches, as in the other 3 legs of the flights I booked first class.  Never again on AA.  Southwest was a better on business class, COPA first class had better meals, and guess what - TV screens, inflight entertainment, headphones!  Never again on AA first class, I'd rather fly connecting flights on modern airlines, even if it means connecting cities.  The FA's worked very hard to overcome your shortcomings, and apologized for the lack of amenities on the first class side of things."
"1612887614-21720","https://www.seatguru.com/airlines/Delta_Airlines/information.php","McDonnell Douglas MD-88 (M88)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_MD-88_2.php","32B Narrowest seat of my life. If it wasn't for the courtesy of the guy in 32A to put up our mutual arm rest, I surely would have had bruses on my hips. Flip flops fit i. The sliver of storage in front of you, but it is out of arms reach."
"1612887503-18938","https://www.seatguru.com/airlines/Air_France/information.php","Boeing 777-300ER (77W) Caribbean","https://www.seatguru.com/airlines/Air_France/Air_France_Boeing_777-300_E.php","The leg room in premium economy is almost equal to economy in Air India 777-200LR."
"1612887589-20968","https://www.seatguru.com/airlines/Emirates_Airlines/information.php","Boeing 777-300ER (77W) Three Class Layout 2","https://www.seatguru.com/airlines/Emirates_Airlines/Emirates_Airlines_Boeing_777-300ER_3class_V2.php","Not a bad seat, in the mini cabin near the front so not a bit quieter. I didn't find any problems with the recline, but this seat is fairly close to the toilets, not that I found it to be an issue."
"1612887391-17144","https://www.seatguru.com/airlines/Lufthansa/information.php","Airbus A340-600 (346) Layout 1","https://www.seatguru.com/airlines/Lufthansa/Lufthansa_Airbus_A340-600_D.php","I felt that these seats had plenty of legroom (then again, I am not super tall).  Please note that seats 43 DEFG and 44AC-HK are the only ""normal"" Economy seats that can have a baby bassinet, as there is no true bulkhead before Row 28."
"1612887606-21472","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Bombardier CRJ-900 (CR9)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Canadair_CRJ900_C.php","Don't sit in row 19 if you can avoid it. You can smell the bathroom from this seat. Also the sounds of the engine make it very hard to hear and it makes your ears hurt. As for the seats nearest the aisle due to the small size of the plane people going and coming from the bathroom constantly bump into you which is very uncomfortable and annoying. Finally it takes at least 30 minutes to deplane as you are in the back of the plane."
"1612887644-22609","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Airbus A321 (321) Layout 1","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Airbus_A321.php","Extra legroom due to no bulkhead, only a curtain between premium and economy cabins."
"1612887606-21462","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Bombardier CRJ-900 (CR9)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Canadair_CRJ900_C.php","Sea 20A had a window while 20D did not have a window. there was very little seat recline and the engines were loud from there"
"1612887582-20839","https://www.seatguru.com/airlines/British_Airways/information.php","Airbus A380-800 (388)","https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php","This is a good seat there is an additional locker between the seat and the window which is ideal for laptops and reading matter"
"1612887636-22297","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Boeing 737-800 (73H)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Boeing_737-800_A.php","Pretty good seat with lots of head and leg room. It's a firm plastic seat as others have noted, but good enough for ~2 hour flights. Pro tip: bring a pad cut out from a thin rubber-foam yoga mat because it folds small enough to fit into the satchel and adds much comfort. As a template you can use a bucket seat in a car, which also makes the pad useful for long drives in that car. 

On the right you get 2 windows: 1 is right beside the seat back, which means the elbow and shoulder room is quite ergonomic (seat 10F is opposite, no elbow room). There's a view of the engine + the front window for general view. If the sun is low you can lower the shades halfway to view the LCD and still have light on the fold-out table. 
The new recliner slides the seat and lower seatback forward which might take a couple of tries since the sliders aren't lubricated very well. Still good leg room while reclined."
