date|comment|rating|airline
|Commuter Flight. I stopped flying Delta in 2015 when it was increasingly challenging to fly on a less than desirable airline due to delays and baggage losses. I resumed by experience with Delta in 2019 when I needed to get to another location quickly and Delta was the only airline that could…|50|Delta
|Great Service and Comfortable Flight. We flew Delta back to the US from Paris (one of four segments on a flight that originated in Cape Town, SA. We found the Delta/Air France Terminal at CDG to be very pleasant and easy to manipulate. Our flight, while delayed about 30 minutes for a minor mechanical issue, was…|50|Delta
|Our first choice for flying.. We always fly Delta. Always have a good experience. Service is beat. Flight attendants are always pleasant.|50|Delta
|Damaged Luggage. I have flown with Delta as my airline of choice for most of my travel for the last 10 years. The service is generally quite good. On this particular trip from Maui to Detroit, we had a layover in Salt Lake City. At the time we booked, we had a bit over an hour between…|20|Delta
|Winter Getaway. We had a layover in Atlanta on the way there and on Minneapolis on the way back. It was a very good flight both ways with no delays!|50|Delta
|Delta Airlines. Most staff we encountered were great!!! Check ins were fast and staff was very pleasant. The problems are the women who have to search people ie ms Walters had horrible attitude, no home training and almost knocked me over. Had a back brace on with letter from dr, she called…|30|Delta
|"every effort for being on time, courteous, best web site for travel. Trip was smooth sailing, outstanding service, flight attendants very attentive, and importantly..on time. I have traveled with Delta airlines for a long time. This airline appears to be very hard working with ""getting it right"" including their new snappy uniforms! I have also…"|50|Delta
|Completely different experiences on outward journey to return. We traveled to New York for school half term. The cabin crew on the way there were superb, really friendly and helpful. Before travelling home I had developed cellulitis, I spoke at the airport to various staff to ask if it was possible to be either seated where I could lie…|30|Delta
|My go-to airline. Terrific thunderstorms in Pittsburgh and the airport was closed. So we were late leaving. The ground crews and onboard crew were wonderful. They did everything possible to get us to Atlanta on time. They kept us updated often on our progress and connecting flights. Everyone I…|50|Delta
|"Above and beyond. I just saw a Delta employee sprint through the terminal in Houston to search for an elderly lady who was about to miss her flight, while yelling, ""Just give me two minutes!"" The passenger boarded just in time! I'm not even flying Delta today, but next time I will."|50|Delta
|Always have great service!. I fly 4-5 times a year and I haven't had a bad experience in a really long time. No mechanical delays, cancellations. Great employees everywhere I go!|50|Delta
1 Helpful vote|Vegas thru LA. I didn't want to fly thru LAX, but it was the fastest route. The trip down was good, and although we had to do a terminal transfer by shuttle bus, made the flight in plenty of time. The way back I was still on a cane and Delta agent opened the special needs line for me. I…|50|Delta
|Adult getaway. Although we were in the cheap seats, we had a good flight with great service. Left a little late, but arrived on time.|50|Delta
|Highly recommended. I Highly recommend it, the best company, excellent in customer service. Booked flight through FriendzTravel , thought I had purchase full cancellation insurance, only to find out it was only valid for 24-hour cancellation. FriendzTravel told me I had to email customer service…|40|Delta
|"Above and beyond. I just saw a Delta employee sprint through the terminal in Houston to search for an elderly lady who was about to miss her flight, while yelling, ""Just give me two minutes!"" The passenger boarded just in time! I'm not even flying Delta today, but next time I will."|50|Delta
|Always have great service!. I fly 4-5 times a year and I haven't had a bad experience in a really long time. No mechanical delays, cancellations. Great employees everywhere I go!|50|Delta
1 Helpful vote|Vegas thru LA. I didn't want to fly thru LAX, but it was the fastest route. The trip down was good, and although we had to do a terminal transfer by shuttle bus, made the flight in plenty of time. The way back I was still on a cane and Delta agent opened the special needs line for me. I…|50|Delta
|Adult getaway. Although we were in the cheap seats, we had a good flight with great service. Left a little late, but arrived on time.|50|Delta
